chrom	end	end_orig	end_prox	pos	start	start_orig	start_prox	bin
3	0	65537505	65535822	0.0	0	65527505	65535822	0.0
3	0	68414041	68413720	0.0	0	68402041	68413720	0.0
3	0	77883534	77882622	0.0	0	77873534	77882622	0.0
3	0	78778573	78777892	0.0	0	78772573	78777892	0.0
3	0	80546005	80542646	0.0	0	80542005	80542646	0.0
3	0	93489531	93483618	0.0	0	93483531	93483618	0.0
3	0	94637521	94631698	0.0	0	94631521	94631698	0.0
3	0	96259077	96257832	0.0	0	96255077	96257832	0.0
4	0	23515976	23508706	0.0	0	23505976	23508706	0.0
4	0	23515976	23513756	0.0	0	23505976	23513756	0.0
4	0	31530058	31528282	0.0	0	31522058	31528282	0.0
4	0	32658554	32654434	0.0	0	32652554	32654434	0.0
4	0	38832215	38831736	0.0	0	38828215	38831736	0.0
4	0	43074030	43066500	0.0	0	43066030	43066500	0.0
4	0	48012581	48000018	0.0	0	47998581	48000018	0.0
4	0	10515011	10514982	0.0	0	10511011	10514982	0.0
4	0	16362970	16359652	0.0	0	16348970	16359652	0.0
4	0	20633750	20628060	0.0	0	20627750	20628060	0.0
4	0	22773462	22769186	0.0	0	22767462	22769186	0.0
4	0	24046537	24045936	0.0	0	24040537	24045936	0.0
4	0	31192026	31188258	0.0	0	31188026	31188258	0.0
4	0	33122015	33120154	0.0	0	33118015	33120154	0.0
4	0	38292006	38289608	0.0	0	38284006	38289608	0.0
4	0	43260287	43259406	0.0	0	43256287	43259406	0.0
4	0	44387271	44381832	0.0	0	44381271	44381832	0.0
4	0	47846007	47844252	0.0	0	47842007	47844252	0.0
4	0	52717003	52715496	0.0	0	52709003	52715496	0.0
4	0	58046308	58043018	0.0	0	58042308	58043018	0.0
5	0	8057039	8056974	0.0	0	8053039	8056974	0.0
5	0	14255598	14250830	0.0	0	14249598	14250830	0.0
5	0	19949502	19944092	0.0	0	19943502	19944092	0.0
5	0	39510009	39508332	0.0	0	39502009	39508332	0.0
5	0	40471522	40467694	0.0	0	40465522	40467694	0.0
5	0	45840596	45835276	0.0	0	45830596	45835276	0.0
5	0	23433011	23429384	0.0	0	23429011	23429384	0.0
5	0	33265592	33263052	0.0	0	33255592	33263052	0.0
5	0	39510009	39509622	0.0	0	39502009	39509622	0.0
5	0	46538501	46538274	0.0	0	46532501	46538274	0.0
5	0	46613509	46612514	0.0	0	46607509	46612514	0.0
6	0	19089578	19082074	0.0	0	19081578	19082074	0.0
6	0	22933008	22931878	0.0	0	22929008	22931878	0.0
6	0	23414758	23411500	0.0	0	23410758	23411500	0.0
6	0	23856009	23853036	0.0	0	23850009	23853036	0.0
6	0	26559533	26555202	0.0	0	26553533	26555202	0.0
6	0	16800779	16800180	0.0	0	16794779	16800180	0.0
6	0	16914023	16912308	0.0	0	16906023	16912308	0.0
6	0	19110503	19107862	0.0	0	19104503	19107862	0.0
6	0	22184853	22182238	0.0	0	22178853	22182238	0.0
6	0	23192010	23186522	0.0	0	23184010	23186522	0.0
6	0	23230050	23229568	0.0	0	23226050	23229568	0.0
6	0	23414758	23413770	0.0	0	23410758	23413770	0.0
7	0	15284535	15278610	0.0	0	15274535	15278610	0.0
7	0	15740009	15728406	0.0	0	15728009	15728406	0.0
7	0	23562506	23558124	0.0	0	23556506	23558124	0.0
7	0	26111112	26109642	0.0	0	26107112	26109642	0.0
7	0	29160547	29160486	0.0	0	29154547	29160486	0.0
7	0	12871419	12868036	0.0	0	12867419	12868036	0.0
7	0	15292501	15287456	0.0	0	15286501	15287456	0.0
7	0	17963103	17952646	0.0	0	17951103	17952646	0.0
7	0	22154024	22144652	0.0	0	22142024	22144652	0.0
7	0	23813367	23810840	0.0	0	23809367	23810840	0.0
7	0	26042538	26042220	0.0	0	26036538	26042220	0.0
7	0	26111112	26109550	0.0	0	26107112	26109550	0.0
8	0	10031621	10025884	0.0	0	10025621	10025884	0.0
8	0	11703977	11698832	0.0	0	11697977	11698832	0.0
8	0	13281001	13279252	0.0	0	13277001	13279252	0.0
8	0	13463619	13457688	0.0	0	13457619	13457688	0.0
8	0	6243053	6241568	0.0	0	6239053	6241568	0.0
8	0	8302005	8300806	0.0	0	8290005	8300806	0.0
8	0	10338781	10338600	0.0	0	10334781	10338600	0.0
8	0	10679132	10678406	0.0	0	10675132	10678406	0.0
8	0	11703977	11703768	0.0	0	11697977	11703768	0.0
8	0	13281001	13280198	0.0	0	13277001	13280198	0.0
8	0	18234016	18230530	0.0	0	18230016	18230530	0.0
9	0	6985506	6979168	0.0	0	6975506	6979168	0.0
9	0	7154518	7150732	0.0	0	7148518	7150732	0.0
9	0	12079818	12078138	0.0	0	12073818	12078138	0.0
9	0	6985506	6982080	0.0	0	6975506	6982080	0.0
9	0	7250660	7250258	0.0	0	7244660	7250258	0.0
9	0	11842653	11840602	0.0	0	11836653	11840602	0.0
9	0	18702521	18697378	0.0	0	18696521	18697378	0.0
10	0	5419038	5417412	0.0	0	5415038	5417412	0.0
11	0	2548504	2543356	0.0	0	2542504	2543356	0.0
11	0	5279510	5275666	0.0	0	5273510	5275666	0.0
11	0	6584002	6583878	0.0	0	6580002	6583878	0.0
11	0	10370038	10366240	0.0	0	10366038	10366240	0.0
11	0	11653049	11650562	0.0	0	11649049	11650562	0.0
12	0	14920051	14917426	0.0	0	14916051	14917426	0.0
13	0	370156	368376	0.0	0	362156	368376	0.0
13	0	9888116	9881352	0.0	0	9880116	9881352	0.0
14	0	6467684	6466618	0.0	0	6461684	6466618	0.0
1	33212	6896116	6862904	31212.0	29212	6892116	6862904	31000.0
1	431995	8807005	8375010	429995.0	427995	8803005	8375010	430000.0
1	-498556	9690030	10182586	-495556.0	-492556	9684030	10182586	-496000.0
1	4063	10399061	10394998	2063.0	63	10395061	10394998	2000.0
1	59668	10566030	10506362	57668.0	55668	10562030	10506362	58000.0
1	375792	10882154	10506362	371792.0	367792	10874154	10506362	372000.0
1	-728475	11748029	12472504	-726475.0	-724475	11744029	12472504	-726000.0
1	-11810	12464694	12472504	-9810.0	-7810	12460694	12472504	-10000.0
1	-51530	12666512	12708042	-46530.0	-41530	12656512	12708042	-47000.0
1	24996	13038032	13013036	22996.0	20996	13034032	13013036	23000.0
1	-29928	13829010	13846938	-23928.0	-17928	13817010	13846938	-24000.0
1	-170281	14400003	14562284	-166281.0	-162281	14392003	14562284	-166000.0
1	40854	15080326	15039472	38854.0	36854	15076326	15039472	39000.0
1	-60479	15118507	15172986	-57479.0	-54479	15112507	15172986	-57000.0
1	6895	15179881	15172986	3895.0	895	15173881	15172986	4000.0
1	-11516	15286222	15291738	-8516.0	-5516	15280222	15291738	-9000.0
1	86537	15631047	15544510	84537.0	82537	15627047	15544510	85000.0
1	-32991	16725015	16754006	-30991.0	-28991	16721015	16754006	-31000.0
1	35736	17916508	17880772	32736.0	29736	17910508	17880772	33000.0
1	419750	18300522	17880772	416750.0	413750	18294522	17880772	417000.0
1	660724	18541496	17880772	658724.0	656724	18537496	17880772	659000.0
1	-204561	19085353	19285914	-202561.0	-200561	19081353	19285914	-203000.0
1	-171127	19503011	19670138	-169127.0	-167127	19499011	19670138	-169000.0
1	-135615	19540523	19670138	-132615.0	-129615	19534523	19670138	-133000.0
1	-85617	19590521	19670138	-82617.0	-79617	19584521	19670138	-83000.0
1	13425	20162819	20149394	10425.0	7425	20156819	20149394	10000.0
1	231625	20381019	20149394	228625.0	225625	20375019	20149394	229000.0
1	294625	20444019	20149394	286625.0	278625	20428019	20149394	287000.0
1	-267880	20552010	20815890	-265880.0	-263880	20548010	20815890	-266000.0
1	-124519	20699371	20815890	-120519.0	-116519	20691371	20815890	-121000.0
1	-22332	21130754	21147086	-19332.0	-16332	21124754	21147086	-19000.0
1	77937	21225023	21147086	75937.0	73937	21221023	21147086	76000.0
1	201119	21712511	21511392	198119.0	195119	21706511	21511392	198000.0
1	-239899	21782703	22018602	-237899.0	-235899	21778703	22018602	-238000.0
1	-164600	21866002	22018602	-158600.0	-152600	21854002	22018602	-159000.0
1	-93086	21931516	22018602	-90086.0	-87086	21925516	22018602	-90000.0
1	318406	22337008	22018602	316406.0	314406	22333008	22018602	316000.0
1	-67728	23107504	23169232	-64728.0	-61728	23101504	23169232	-65000.0
1	71991	23292517	23220526	68991.0	65991	23286517	23220526	69000.0
1	-21265	23355561	23370826	-18265.0	-15265	23349561	23370826	-18000.0
1	85324	23456150	23370826	83324.0	81324	23452150	23370826	83000.0
1	-27442	23845026	23868468	-25442.0	-23442	23841026	23868468	-25000.0
1	63693	23932161	23868468	59693.0	55693	23924161	23868468	60000.0
1	-269575	24283507	24547082	-266575.0	-263575	24277507	24547082	-267000.0
1	-203164	24347918	24547082	-201164.0	-199164	24343918	24547082	-201000.0
1	-141927	24411155	24547082	-138927.0	-135927	24405155	24547082	-139000.0
1	-135077	24420005	24547082	-131077.0	-127077	24412005	24547082	-131000.0
1	-28523	24613735	24638258	-26523.0	-24523	24609735	24638258	-27000.0
1	-171265	25231037	25398302	-169265.0	-167265	25227037	25398302	-169000.0
1	158811	25557113	25398302	156811.0	154811	25553113	25398302	157000.0
1	-159613	25616063	25771676	-157613.0	-155613	25612063	25771676	-158000.0
1	-123213	25652463	25771676	-121213.0	-119213	25648463	25771676	-121000.0
1	-11595	26003319	26010914	-9595.0	-7595	25999319	26010914	-10000.0
1	9178	26071478	26062300	6178.0	3178	26065478	26062300	6000.0
1	-40216	26207394	26243610	-38216.0	-36216	26203394	26243610	-38000.0
1	8402	26252012	26243610	6402.0	4402	26248012	26243610	6000.0
1	10755	26300007	26289252	8755.0	6755	26296007	26289252	9000.0
1	90570	26500394	26409824	88570.0	86570	26496394	26409824	89000.0
1	-25245	26699883	26715128	-20245.0	-15245	26689883	26715128	-20000.0
1	58440	26891008	26832568	56440.0	54440	26887008	26832568	56000.0
1	219034	27433224	27214190	216034.0	213034	27427224	27214190	216000.0
1	-222302	27717032	27935334	-220302.0	-218302	27713032	27935334	-220000.0
1	-162578	27778756	27935334	-159578.0	-156578	27772756	27935334	-160000.0
1	-51809	27889525	27935334	-48809.0	-45809	27883525	27935334	-49000.0
1	-64486	28094146	28150632	-60486.0	-56486	28086146	28150632	-60000.0
1	14134	28528772	28514638	10134.0	6134	28520772	28514638	10000.0
1	158006	28672644	28514638	155006.0	152006	28666644	28514638	155000.0
1	286999	28801637	28514638	283999.0	280999	28795637	28514638	284000.0
1	-255011	29365545	29610556	-250011.0	-245011	29355545	29610556	-250000.0
1	-60031	29556525	29610556	-57031.0	-54031	29550525	29610556	-57000.0
1	-51538	29563018	29610556	-49538.0	-47538	29559018	29610556	-50000.0
1	-47985	29572571	29610556	-42985.0	-37985	29562571	29610556	-43000.0
1	233502	29844058	29610556	229502.0	225502	29836058	29610556	230000.0
1	270800	29889142	29610556	270693.0	270586	29881142	29610556	271000.0
1	-270800	29889142	30152156	-266907.0	-263014	29881142	30152156	-267000.0
1	52519	30258548	30205484	49791.5	47064	30252548	30205484	50000.0
1	-52519	30258548	30310522	-52246.5	-51974	30252548	30310522	-52000.0
1	83509	30394031	30310522	81509.0	79509	30390031	30310522	82000.0
1	-17567	30605503	30617070	-14567.0	-11567	30599503	30617070	-15000.0
1	17935	30693091	30675156	15935.0	13935	30689091	30675156	16000.0
1	31125	30706281	30675156	29125.0	27125	30702281	30675156	29000.0
1	91221	30892087	30800866	89221.0	87221	30888087	30800866	89000.0
1	56868	31097036	31040168	54868.0	52868	31093036	31040168	55000.0
1	3696	31239002	31232302	3198.0	2700	31235002	31232302	3000.0
1	-3696	31239002	31239694	-2194.0	-692	31235002	31239694	-2000.0
1	-6625	31454513	31455138	-3625.0	-625	31448513	31455138	-4000.0
1	6975	31576909	31569934	3975.0	975	31570909	31569934	4000.0
1	12080	31582014	31569934	8080.0	4080	31574014	31569934	8000.0
1	-57126	31677050	31730176	-55126.0	-53126	31673050	31730176	-55000.0
1	-46670	31689506	31730176	-43670.0	-40670	31683506	31730176	-44000.0
1	66235	31890871	31824636	64235.0	62235	31886871	31824636	64000.0
1	279903	32104539	31824636	276903.0	273903	32098539	31824636	277000.0
1	330589	32155225	31824636	326589.0	322589	32147225	31824636	327000.0
1	-300360	32222562	32512922	-295360.0	-290360	32212562	32512922	-295000.0
1	-89894	32427028	32512922	-87894.0	-85894	32423028	32512922	-88000.0
1	-11410	32507512	32512922	-8410.0	-5410	32501512	32512922	-8000.0
1	8610	32521532	32512922	5610.0	2610	32515532	32512922	6000.0
1	128640	32641562	32512922	125640.0	122640	32635562	32512922	126000.0
1	-69189	32744079	32809268	-67189.0	-65189	32740079	32809268	-67000.0
1	-27046	32786222	32809268	-25046.0	-23046	32782222	32809268	-25000.0
1	-187348	33126506	33303854	-182348.0	-177348	33116506	33303854	-182000.0
1	87684	33439526	33351842	84684.0	81684	33433526	33351842	85000.0
1	121337	33473179	33351842	119337.0	117337	33469179	33351842	119000.0
1	-88484	33515060	33599544	-86484.0	-84484	33511060	33599544	-86000.0
1	-18987	33586557	33599544	-15987.0	-12987	33580557	33599544	-16000.0
1	10662	33683016	33670476	9601.0	8540	33679016	33670476	10000.0
1	-10662	33683016	33691800	-9723.0	-8784	33679016	33691800	-10000.0
1	-16150	33732388	33740538	-12150.0	-8150	33724388	33740538	-12000.0
1	36350	33780668	33740538	35240.0	34130	33774668	33740538	35000.0
1	-36350	33780668	33813238	-34460.0	-32570	33774668	33813238	-34000.0
1	130606	34234014	34103408	128606.0	126606	34230014	34103408	129000.0
1	219097	34322505	34103408	216097.0	213097	34316505	34103408	216000.0
1	-129735	34484587	34608322	-126735.0	-123735	34478587	34608322	-127000.0
1	13147	34800543	34787396	10147.0	7147	34794543	34787396	10000.0
1	-163084	35099154	35258238	-161084.0	-159084	35095154	35258238	-161000.0
1	-22715	35241523	35258238	-19715.0	-16715	35235523	35258238	-20000.0
1	189351	35775031	35585680	187351.0	185351	35771031	35585680	187000.0
1	35180	36062578	36027398	32180.0	29180	36056578	36027398	32000.0
1	12193	36340069	36327876	10193.0	8193	36336069	36327876	10000.0
1	455709	36783585	36327876	453709.0	451709	36779585	36327876	454000.0
1	-439746	37402026	37837772	-437746.0	-435746	37398026	37837772	-438000.0
1	-11358	37965510	37970868	-8358.0	-5358	37959510	37970868	-8000.0
1	9976	37980844	37970868	6976.0	3976	37974844	37970868	7000.0
1	-184569	38341137	38521706	-182569.0	-180569	38337137	38521706	-183000.0
1	-132493	38783505	38909998	-129493.0	-126493	38777505	38909998	-129000.0
1	19522	38929520	38909998	16522.0	13522	38923520	38909998	17000.0
1	23648	39177114	39153466	19648.0	15648	39169114	39153466	20000.0
1	163150	39316616	39153466	160150.0	157150	39310616	39153466	160000.0
1	-132073	39659059	39787132	-130073.0	-128073	39655059	39787132	-130000.0
1	23330	39900554	39877224	20330.0	17330	39894554	39877224	20000.0
1	-14641	40071227	40077868	-10641.0	-6641	40063227	40077868	-11000.0
1	218927	40358771	40139844	213927.0	208927	40348771	40139844	214000.0
1	294667	40434511	40139844	291667.0	288667	40428511	40139844	292000.0
1	-106481	40679031	40781512	-104481.0	-102481	40675031	40781512	-104000.0
1	-55565	40733947	40781512	-51565.0	-47565	40725947	40781512	-52000.0
1	-79300	41126396	41197696	-75300.0	-71300	41118396	41197696	-75000.0
1	37840	41235536	41197696	34840.0	31840	41229536	41197696	35000.0
1	-38055	41240381	41274436	-36055.0	-34055	41236381	41274436	-36000.0
1	51073	41325509	41274436	48073.0	45073	41319509	41274436	48000.0
1	99283	41373719	41274436	96283.0	93283	41367719	41274436	96000.0
1	36799	41553071	41516272	31799.0	26799	41543071	41516272	32000.0
1	-67868	41600820	41662688	-64868.0	-61868	41594820	41662688	-65000.0
1	13367	41676055	41662688	9367.0	5367	41668055	41662688	9000.0
1	17830	41680518	41662688	14830.0	11830	41674518	41662688	15000.0
1	-17110	41713506	41724616	-14110.0	-11110	41707506	41724616	-14000.0
1	8887	41733503	41724616	5887.0	2887	41727503	41724616	6000.0
1	16762	41742513	41724616	14329.5	11897	41736513	41724616	14000.0
1	-16762	41742513	41758140	-16194.5	-15627	41736513	41758140	-16000.0
1	42396	41800536	41758140	39396.0	36396	41794536	41758140	39000.0
1	612362	42370502	41758140	609362.0	606362	42364502	41758140	609000.0
1	725901	42484041	41758140	723901.0	721901	42480041	41758140	724000.0
1	1543957	43302097	41758140	1539957.0	1535957	43294097	41758140	1540000.0
1	-1396213	44096521	45486734	-1393213.0	-1390213	44090521	45486734	-1393000.0
1	-1165667	44325067	45486734	-1163667.0	-1161667	44321067	45486734	-1164000.0
1	-938350	44556384	45486734	-934350.0	-930350	44548384	45486734	-934000.0
1	-111417	45383317	45486734	-107417.0	-103417	45375317	45486734	-107000.0
1	17384	45504118	45486734	11384.0	5384	45492118	45486734	11000.0
1	-35430	45550510	45579940	-32430.0	-29430	45544510	45579940	-32000.0
1	-38839	45835483	45868322	-35839.0	-32839	45829483	45868322	-36000.0
1	24355	45892679	45868324	21355.0	18355	45886679	45868324	21000.0
1	63580	45997534	45933954	60580.0	57580	45991534	45933954	61000.0
1	68562	46002516	45933954	65562.0	62562	45996516	45933954	66000.0
1	14526	46131122	46116596	10526.0	6526	46123122	46116596	11000.0
1	67980	46184576	46116596	62980.0	57980	46174576	46116596	63000.0
1	119895	46236491	46116596	117895.0	115895	46232491	46116596	118000.0
1	-47282	46321582	46362864	-44282.0	-41282	46315582	46362864	-44000.0
1	12467	46393219	46380752	10467.0	8467	46389219	46380752	10000.0
1	-45367	46558059	46599426	-43367.0	-41367	46554059	46599426	-43000.0
1	-4433	46620015	46620448	-2433.0	-433	46616015	46620448	-2000.0
1	75729	46696177	46620448	73729.0	71729	46692177	46620448	74000.0
1	117639	46738087	46620448	115639.0	113639	46734087	46620448	116000.0
1	-27562	46866044	46889606	-25562.0	-23562	46862044	46889606	-26000.0
1	-229406	47305598	47529004	-226406.0	-223406	47299598	47529004	-226000.0
1	-109065	47427939	47529004	-105065.0	-101065	47419939	47529004	-105000.0
1	69061	47598065	47529004	67061.0	65061	47594065	47529004	67000.0
1	83457	47770029	47686572	81457.0	79457	47766029	47686572	81000.0
1	-47891	48081513	48119404	-42891.0	-37891	48071513	48119404	-43000.0
1	-78049	48520059	48594108	-76049.0	-74049	48516059	48594108	-76000.0
1	41109	48742061	48700952	37109.0	33109	48734061	48700952	37000.0
1	37004	48955805	48914534	36137.5	35271	48949805	48914534	36000.0
1	-37004	48955805	48988542	-34870.5	-32737	48949805	48988542	-35000.0
1	34514	49023056	48988542	31514.0	28514	49017056	48988542	32000.0
1	-80122	49305532	49379654	-77122.0	-74122	49299532	49379654	-77000.0
1	34610	49580548	49545938	31610.0	28610	49574548	49545938	32000.0
1	52297	49913531	49861234	49297.0	46297	49907531	49861234	49000.0
1	7644	50462590	50454946	4644.0	1644	50456590	50454946	5000.0
1	170615	50627204	50454946	169436.5	168258	50623204	50454946	169000.0
1	-170615	50627204	50796176	-169793.5	-168972	50623204	50796176	-170000.0
1	11067	50850043	50838976	9067.0	7067	50846043	50838976	9000.0
1	58110	50897086	50838976	55110.0	52110	50891086	50838976	55000.0
1	66211	50905187	50838976	63211.0	60211	50899187	50838976	63000.0
1	-46896	51120510	51161406	-43896.0	-40896	51114510	51161406	-44000.0
1	130101	51291507	51161406	127101.0	124101	51285507	51161406	127000.0
1	-47333	51473503	51514836	-44333.0	-41333	51467503	51514836	-44000.0
1	-10278	51510558	51514836	-7278.0	-4278	51504558	51514836	-7000.0
1	375667	51890503	51514836	372667.0	369667	51884503	51514836	373000.0
1	428096	51948516	51514836	425888.0	423680	51938516	51514836	426000.0
1	-428096	51948516	52371028	-425304.0	-422512	51938516	52371028	-425000.0
1	-162407	52212621	52371028	-160407.0	-158407	52208621	52371028	-160000.0
1	186020	52557048	52371028	184020.0	182020	52553048	52371028	184000.0
1	-80659	52717545	52792204	-77659.0	-74659	52711545	52792204	-78000.0
1	-12137	53032055	53040192	-10137.0	-8137	53028055	53040192	-10000.0
1	-223239	53482619	53699858	-220239.0	-217239	53476619	53699858	-220000.0
1	-10348	53695510	53699858	-7348.0	-4348	53689510	53699858	-7000.0
1	119854	53822053	53699858	119024.5	118195	53818053	53699858	119000.0
1	-119854	53822053	53939566	-118683.5	-117513	53818053	53939566	-119000.0
1	12698	53952264	53939566	10698.0	8698	53948264	53939566	11000.0
1	70226	54116260	54046034	67226.0	64226	54110260	54046034	67000.0
1	169011	54215045	54046034	167011.0	165011	54211045	54046034	167000.0
1	-155913	54259523	54409436	-152913.0	-149913	54253523	54409436	-153000.0
1	12568	54422004	54409436	10568.0	8568	54418004	54409436	11000.0
1	85089	54494525	54409436	82089.0	79089	54488525	54409436	82000.0
1	102279	54511715	54409436	100279.0	98279	54507715	54409436	100000.0
1	-16108	54796720	54806828	-13108.0	-10108	54790720	54806828	-13000.0
1	-45324	54905542	54944866	-42324.0	-39324	54899542	54944866	-42000.0
1	29009	55067035	55038026	27009.0	25009	55063035	55038026	27000.0
1	-41987	55216625	55252612	-38987.0	-35987	55210625	55252612	-39000.0
1	-120586	55841068	55957654	-118586.0	-116586	55837068	55957654	-119000.0
